Temps;EA0
19.971;0.779331371188164
19.992;0.839356884360313
20.013;0.889378145337105
20.034;0.929395154118538
20.055;0.954405784606934
20.076;0.959407910704613
20.097;0.949403658509254
20.118;0.91939090192318
20.139;0.879373893141747
20.16;0.829352632164955
20.181;0.764324992895126
20.202;0.679288849234581
20.223;0.599254831671715
20.244;0.499212309718132
20.265;0.399169787764549
20.286;0.299127265810966
20.307;0.174074113368988
20.328;0.0440188348293304
20.349;-0.0710300654172897
20.37;-0.196083217859268
20.391;-0.311132118105888
20.412;-0.431183144450188
20.433;-0.53622779250145
20.454;-0.636270314455032
20.475;-0.746317088603973
20.496;-0.846359610557556
20.517;-0.951404258608818
20.538;-1.04644465446472
20.559;-1.1464871764183
20.58;-1.22652119398117
20.601;-1.30155308544636
20.622;-1.36658072471619
20.643;-1.4115998595953
20.664;-1.45161686837673
20.685;-1.47162537276745
20.706;-1.47662749886513
20.727;-1.47662749886513
20.748;-1.45661899447441
20.769;-1.42660623788834
20.79;-1.38158710300922
20.811;-1.32156158983707
20.832;-1.24652969837189
20.853;-1.16149355471134
20.874;-1.0764574110508
20.895;-0.986419141292572
20.916;-0.886376619338989
20.937;-0.776329845190048
20.958;-0.671285197138786
20.979;-0.581246927380562
21;-0.466198027133942
21.021;-0.36115337908268
21.042;-0.24110235273838
21.063;-0.12605345249176
21.084;-0.00600242614746094
21.105;0.109046474099159
21.126;0.234099626541138
21.147;0.344146400690079
21.168;0.444188922643662
21.189;0.534227192401886
21.21;0.619263336062431
21.231;0.699297353625298
21.252;0.764324992895126
21.273;0.824350506067276
21.294;0.864367514848709
21.315;0.894380271434784
21.336;0.904384523630142
21.357;0.904384523630142
21.378;0.894380271434784
21.399;0.864367514848709
21.42;0.814346253871918
21.441;0.764324992895126
21.462;0.689293101429939
21.483;0.614261209964752
21.504;0.529225066304207
21.525;0.434184670448303
21.546;0.3391442745924
21.567;0.229097500443459
21.588;0.099042221903801
21.609;-0.00600242614746094
21.63;-0.131055578589439
21.651;-0.24610447883606
21.672;-0.356151252985001
21.693;-0.461195901036263
21.714;-0.576244801282883
21.735;-0.671285197138786
21.756;-0.76632559299469
21.777;-0.871370241045952
21.798;-0.966410636901855
21.819;-1.06145103275776
21.84;-1.14148505032063
21.861;-1.21651694178581
21.882;-1.291548833251
21.903;-1.34657222032547
21.924;-1.3865892291069
21.945;-1.42160411179066
21.966;-1.43661049008369
21.987;-1.44161261618137
22.008;-1.42660623788834
22.029;-1.40159560739994
22.05;-1.37658497691154
22.071;-1.32156158983707
22.092;-1.26153607666492
22.113;-1.18150205910206
22.134;-1.10146804153919
22.155;-1.01142977178097
22.176;-0.916389375925064
22.197;-0.82134898006916
22.218;-0.721306458115578
22.239;-0.626266062259674
22.26;-0.521221414208412
22.281;-0.426181018352509
22.302;-0.316134244203567
22.323;-0.206087470054626
22.344;-0.081034317612648
22.365;0.0340145826339722
22.386;0.144061356782913
22.407;0.264112383127213
22.428;0.359152778983116
22.449;0.45419317483902
22.47;0.544231444597244
22.491;0.62426546216011
22.512;0.694295227527618
22.533;0.749318614602089
22.554;0.79933987557888
22.575;0.829352632164955
22.596;0.854363262653351
22.617;0.864367514848709
22.638;0.85936538875103
22.659;0.839356884360313
22.68;0.809344127774239
22.701;0.754320740699768
22.722;0.694295227527618
22.743;0.62926758825779
22.764;0.554235696792603
22.785;0.464197427034378
22.806;0.369157031178474
22.827;0.274116635322571
22.848;0.154065608978271
22.869;0.0440188348293304
22.89;-0.0660279393196106
22.911;-0.181076839566231
22.932;-0.296125739812851
22.953;-0.401170387864113
22.974;-0.501212909817696
22.995;-0.601255431771278
23.016;-0.691293701529503
23.037;-0.796338349580765
23.058;-0.886376619338989
23.079;-0.986419141292572
23.1;-1.07145528495312
23.121;-1.1464871764183
23.142;-1.21651694178581
23.163;-1.28154458105564
23.184;-1.32656371593475
