Temps;EA0
13.881;2.04987139999866
13.902;1.99484801292419
13.923;1.92481824755669
13.944;1.8497863560915
13.965;1.73973958194256
13.986;1.6346949338913
14.007;1.50964178144932
14.028;1.37958650290966
14.049;1.22952271997929
14.07;1.06945468485355
14.091;0.899382397532463
14.112;0.734312236309052
14.133;0.56924207508564
14.154;0.399169787764549
14.175;0.2190932482481
14.196;0.0440188348293304
14.217;-0.116049200296402
14.238;-0.276117235422134
14.259;-0.426181018352509
14.28;-0.571242675185204
14.301;-0.736312836408615
14.322;-0.891378745436668
14.343;-1.04644465446472
14.364;-1.21151481568813
14.385;-1.35657647252083
14.406;-1.49163387715817
14.427;-1.61668702960014
14.448;-1.7467423081398
14.469;-1.85178695619106
14.49;-1.95182947814465
14.511;-2.03186349570751
14.532;-2.10189326107502
14.553;-2.14691239595413
14.574;-2.18692940473557
14.595;-2.20693790912628
14.616;-2.21194003522396
14.637;-2.20693790912628
14.658;-2.17692515254021
14.679;-2.13690814375877
14.7;-2.09188900887966
14.721;-2.02185924351215
14.742;-1.93682309985161
14.763;-1.8417827039957
14.784;-1.72173167765141
14.805;-1.59667852520943
14.826;-1.47162537276745
14.847;-1.33656796813011
14.868;-1.18650418519974
14.889;-1.02643615007401
14.91;-0.856363862752914
14.931;-0.701297953724861
14.952;-0.546232044696808
14.973;-0.401170387864113
14.994;-0.251106604933739
15.015;-0.0910385698080063
15.036;0.0740315914154053
15.057;0.244103878736496
15.078;0.429182544350624
15.099;0.594252705574036
15.12;0.754320740699768
15.141;0.924393028020859
15.162;1.08446106314659
15.183;1.24452909827232
15.204;1.38959075510502
15.225;1.514643907547
15.246;1.6346949338913
15.267;1.73973958194256
15.288;1.84478422999382
15.309;1.92481824755669
15.33;1.98984588682652
15.351;2.04486927390099
15.372;2.07488203048706
15.393;2.0898884087801
15.414;2.0898884087801
15.435;2.0648777782917
15.456;2.02986289560795
15.477;1.97483950853348
15.498;1.91481399536133
15.519;1.8247757256031
15.54;1.72473320364952
15.561;1.61468642950058
15.582;1.48463115096092
15.603;1.36458012461662
15.624;1.21451634168625
15.645;1.05444830656052
15.666;0.889378145337105
15.687;0.719305858016014
15.708;0.559237822890282
15.729;0.389165535569191
15.75;0.214091122150421
15.771;0.0390167087316513
15.792;-0.121051326394081
15.813;-0.276117235422134
15.834;-0.431183144450188
15.855;-0.576244801282883
15.876;-0.731310710310936
15.897;-0.88137449324131
15.918;-1.04144252836704
15.939;-1.20651268959045
15.96;-1.35657647252083
15.981;-1.48663175106049
16.002;-1.61168490350246
16.023;-1.73673805594444
16.044;-1.84678483009338
16.065;-1.94182522594929
16.086;-2.02185924351215
16.107;-2.0818847566843
16.128;-2.13190601766109
16.149;-2.17192302644253
16.17;-2.19193153083324
16.191;-2.19693365693092
16.212;-2.19193153083324
